title;name;Commentaire (Contenu);Commentaires (Professeur);Contenu;Pédagogie;points
Finl Accounting & Reporting;Luc Paugam;Fonda à valider quoi... faut aimer les Financial Reports;Pas trop mal en cours mais doit surement être meilleur en français qu'en anglais. / Il explique autant que nécessaire mais surtout après le cours ou par mail. Assez cool et pas trop chiant contrairement au contenu du cours.;5;6;
Atelier de négociation;Imen Benharda;Cours genial, constitue de simulations a chaque seance. Si l on s y investit, on en apprend beaucoup sur la negociation et sur soi meme. ;Prof pas mauvaise, bien qu un peu brouillon ;8;8;
Espagnol intermédiaire - niveau D;Luce CANALS;Des révisions de grammaire... Malheureusement, quasiment que des QCM de grammaire alors que j'aurais préféré même réapprendre les conjugaisons par ex et faire plus d'oral. / Le cours ne demande pas beaucoup de travail personnel, la contrepartie est que l'on n'a pas vraiment l'impression ni l'occasion de progresser.;Professeur adorable. Pas beaucoup de travail personnel, facile à valider. / Sytème d'évaluation: participation, quelques DM, un quiz intermédiaire et un quiz final.;7;8;7
Finance internationale;Cristina Terra;concepts and content was fine. But the content was rather basic. Maybe for the exercise part, we can include more fx calculation. And we can integrate more up to date cases into the class. ;The professor could improve her way of explaining things. Sometimes it was not so clear. And the readings for group work should be more selected. Some of the readings were kind of waste of time.  ;8;5;
Finance immobilière;Michel Baroni;Techniquement intéressant, on balaie tout le spectre des opérations d'immos, un dernier cours sur le financement structuré, pour le coup pas assez poussé à mon gout. Le prof part du principe qu'on est tous des dingues en finance. / Examen un peu tricky devant être bossé grâce aux exos à faire pour chaque semaine, non noté. Ne donne pas les excels des corrections mais des pdf.;Professionnel et aimable, une pointure à ce qu'il parait, répond à toutes les questions.;7;8;
Finl Accounting & Reporting;Luc Paugam;Cours pas particulièrement incroyable mais fondamental... / il permet globalement de poser les bases en compta et nous apprend 2/3 trucs sympas.;Le prof est très dispo, sympa. La validation se fait facilement quiz intermédiaire sur pc + quiz final. / Par contre si vous êtes en retard vous devez préparer une blague.;7;10;60
"Séminaire Management : ""Regarder l’Echec en face""";Fabrice Cavaretta;Cours original. Donne une bonne sensibilisation aux méthodes de gestion de l'échec avec des méthodes plutôt atypique. C'est un cours qui n'est pas du tout scolaire. Il ne demande pas de travail après des petits jeu à faire/essayer dans la vie courante. C'est un bon cours qui ouvre l'esprit sur la sociologie et qui vous permettra de dépasser vos rapports avec autrui. Validation pas compliquée.;Professeur vraiment sympa et dynamique! Il a beaucoup de chose à raconter et est très intéressant. ;10;10;33
Les fondements de la stratégie;Général Moreau;Ne sert à rien, le point de vue du général est intéressant sur des sujets d'actualité mais malheureusement on passe la majorité du temps à voir des plans de bataille ou des concepts inutiles;Sympa et cultivé mais soporifique, se valide facilement avec une dissertation au dernier cours, fait passer une feuille de présence;1;7;25
Excel avancé pour managers;Eric Plantier;Cours très théorique, n'a d'utilité que pour son dernier trimestre ou juste avant un stage, foncièrement chiant;Prof aussi bon que possible étant donné le cours;7;9;43
Macroeconomic Theory & Development;Estefania Santacreu-Vasut;Un ou deux concepts intéressants sur la pauvreté notamment, mais globalement, c'est encore et toujours de la vieille macro chiante et en circuit fermé.  Si vous n'avez pas accroché au cours de PI, vous n'accrocherez pas à celui là. Je ne recommande qu'à ceux qui sont vraiment intéressés par le sujet, ou qui, comme quoi, n'ont pas trop le choix en termes d'horaires et de points. Ca se valide quand même assez bien au prix d'un investissement moyen et de pipeautage.;Difficile à juger car je n'ai réussi à l'écouter. Elle a un accent anglais insupportable et une voix doucerette et monotone qui prête volontiers à rêvasser, checker son gmail ou rentrer dans des débats interminables sur facebook.;2;3;16
Chef de produit;Stéphanie Villot;Bon cours, donne concrètement une vision de la vie quotidienne d'un chef de produit en entreprise (emploi du temps, missions, echecs et réussites). 1 travail de groupe fil rouge avec présentation à mi-trimestre et une présentation finale sur une innovation qu'il nous est demandé de lancer: permet d'être dans le concret. Peu de concepts théoriques. ;Bonne prof, ancienne chef de produit chez Mondelez donc parle d'expérience, adore sa boite, sympa, note bien, ne prend pas les absences. ;8;8;17
Organization Theory & Behaviour;Terry Rocves;Survolons ensemble la socio, la psycho et la philo pour faire un mélange dénué de sens, de rigueur et d'intérêt à cause de l'enseignementreprise Des sujets intéressants, mais traités de manière ridicule en mode enfonçage de portes ouvertes.;Nul. Orgueilleux, ne se remet pas en question, n'a aucun respect de l'étudiant, ne respecte pas ses engagements et a des chouchous. Validation facile cependant, malgré la présence notée.;3;2;12
Doing Business;Frédérick Dulles;Concepts related to cross-border business, such as distribution channels, aid in expansion, expansion strategy etc were taught. They were important concepts, but I felt more could be taught in the class.;He talks slowly and the overall speed of the class is slow. But he encourages discussions, allows late entry to class and is very polite to everyone.Talks about his experiences in the army and as a legal advisor.;4;10;
Portfolio & Investment;Sofia Ramos;The course covers some interesting concepts and is very applied. I find the application of theory in the project very useful. On the other hand, it is not a demanding course, easy to pass, you may not learn as much as in other courses because the professor really doesn't push students. Also the link between theories like the EMH and practice is not emphasised in the course and not made clear.;Professor Ramos is very patient, kind, open to questions and helpful. She also grades generously. But she doesn't push students to achieve more and students are not involved during classes. Also she's not an outstanding professor.;7;6;25
Corporate Financial Management;Sridhar Arcot;Très bon cours, abordant de nombreuses facettes de la finance d'entreprise. Assez peu d'exercices cependant, ce qui pourrait aider pour la préparation de l'exam final. / 3 cas HBS à rendre qui passent en revue les concepts vues en classe. / La structure du cours n'est pas très claire par contre;Excellent prof, très bon et très sympa;9;9;51
Strategic Cost Management;Stefan Linder;Pas très intéressant;;5;7;40
Le cinéma allemand - niveau B/C;Johannes WETZEL;Cours intéressant pour un cours d'allemand et pas compliqué du tout, vous pouvez venir sans aucune connaissance préalable sur le sujet.;Pas d'ordinateur mais c'est le seul cours d'allemand ou je ne me suis pas endormi dans ma scolarité... Le prof est vraiment très gentil. Il y a 5 notes (note de participation, un exposé, un test de grammaire, un intermédiaire, un final). Cours très varié dans la forme et pas monotone donc les séances passent vite... Alleluia je vous le recommande;7;9;8
Profils personnels et carrière;Jean-Luc Cerdin;Des tests de personnalité, et beaucoup de temps perdu en digressions variées... On pourrait facilement tout résumer en une séance. Mais c'est un cours obligatoire pour les apprentis...;Les absences ont l'air d'être comptabilisées. Un rapport de 30 pages à rendre avec un délai de 2 mois après la fin du cours.;3;4;50
Introduction à l'Amérique Latine - niveau B/C;Carmen GOMEZ DE LA TORRE;Cours d'espagnol classique, ni plus ni moins comme au lycée;La prof est sympa et flexible,  très peu de travail à fournir;6;7;
Droit des médias;Cosima Ouhioun;;;7;6;26
Organization Theory & Behaviour;Terry Rocves;Cours bateau et pipeau qui n'apporte pas grand chose;"Pas super pédagogue, soit tu es d'accord avec lui soit c'est ""let's agree to disagree"".  / ";4;5;22
Economie managériale;Marc Guyot;C'est le fonda d'économie : il suit donc strictement la ligne de l'économie orthodoxe prônée par le département d'économie de l'ESSEC. Autrement, du bullshit à fond qui ne nous servira à rien dans notre vie future et ne donne aucune culture économique, aucun prisme d'analyse économique pertinent à ceux qui n'en n'ont jamais fait. Mais vu qu'on est obligé de le prendre... / 7 analyses d'articles à faire sur le trimestre (25% de la note finale) + 2 quiz (respectivement 37,5 et 37,5% de la note finale). Les deux exercices se font bien si on suit la méthode donnée par Guyot, pas besoin de taffer particulièrement pour avoir une excellente note.;Personnage caricatural, savant mélange de Steve Jobs et Mr Bean. Très imbu de lui-même, fait constamment son show. Très strict sur les absences et les retards (moins dans la réalité que dans son discours). / Néanmoins, fait le taf : il est relativement facile à suivre et si on applique ses conseils, on valide très bien.;2;6;48
Philosophy and Trade;Laurent Bibard;"Cours très intéressant et basé sur la co-création du contenu avec les élèves; Retour sur des textes philosophiques fondateurs, réflexions. Très facile à valider (juste un dossier)  ";Anime et fait débattre tout en apportant des éléments théoriques;8;8;
Info comptables et financières;Chrystelle Richard;Le cours n'est pas forcément marrant pour ceux ayant une dent contre la comptabilité, mais c'est le cours lui même qui veut ça. L'horaire fait mal égalementreprise C'est une fonda, donc obligatoire, et je pense que C. Richard est encore la meilleure prof pour faire passer la pillule en douceur.;Excellente prof. Prend son temps pour expliquer les concepts, et est très disponible pour une question en fin de cours sur un point resté obscur. La pédagogie est très orientée cas pratique, ce qui aide à bien intégrer les concepts. Ces cas pratiques retombent ensuite lors des contrôles. Pas de piège. Avec un peu de travail, il est possible de (bien) valider la matière;9;10;
Finl Accounting & Reporting;Luc Paugam;Very nice course, it's a lot to learn and to practice in class and after class. Both the course and the professor are trying to cover as more as they can, so the mid-term could be a huge shock (what in the exam was not fully covered during class, but for those who are preparing CFA or CPA exams, it's good for them);Very cool teacher. You got to say he is those kinds of handsome and smart professor. Although his English is not sufficient enough for him to express all his ideas freely in class, but you can still feel all his efforts for trying to give students the best he can. Everyone loves him, and Luc is definitely a great professor. But I think, due to his excellence in work, he has very high standards for himself and his students, so don't get surprised when you get your final mark, it might not be as high as you expected. Still, he is a solid 5 star professor.;9;9;80
Gestion de projet;Thierry Louis;Basé sur la gestion de projet essentiellement (chemins décisionnels et MS project). Un peu répétitif ... Cas pratique quasiment à chaque cours et 2 cours le samedi matin. ;Parfois difficile à suivre, beaucoup de détails et d'anecdotes personnels. ;6;5;
Innovation Process Management;Xavier Pavie;Un cours intéressant, dense mais parfois un peu redondant. Certains concepts développés ne semblent pas forcément coller à la réalité et paraissent par conséquent artifiels. Le travail en groupe ne demande pas beaucoup de travail, et se fait beaucoup (trop) sur les heures de cours. ;Xavier est très impliqué dans son cours qui est particulièrement travaillé. Il s'investit énormément et à envie d'apprendre des choses aux élèves, ce qui est vaut le coup d'être mentionné. Un bon professeur, malgré le cours un peu fumeux sur les bords.;3;8;
Lux. Retail Excel. & Merchand;Nathalie Ramanantsoa;The course is a little bit boring.;The teacher's English is poor, and with strange accent==;4;3;
Mergers and Acquisitions;Sridhar Arcot;Cours solide de M&A. Il n'est en réalité pas aussi difficile à valider et à suivre qu'il pourrait laisser le penser, en particulier par rapport au fonda de finance, car les éléments techniques dont il demande la maîtrise sont limités à quelques formules (DCF, etc...). Pas besoin donc d'être une bête extrême en finance pour réussir à le valider même si le partiel final est exigeant et demande surtout de la rapidité.  /  / Ce cours requiert naturellement un travail régulier, 3 cas sont à rendre en groupe sur la durée du trimestre (l'on peut choisir son groupe). Il faut mieux les travailler pour être à l'aise durant le partiel et savoir manier les quelques formules-clés.  / En dehors des éléments techniques le cours apporte un éclairage sur les divers aspects du M&A (les LBO, ce qui fait échouer ou réussir une opération de fusacq, les cycles des M&A, comment faire des acquisitions hostiles, etc...) et une culture à ce propos.  ;Le prof est indien, le cours en anglais, l'ambiance assez sympa et très internationale (si vous voulez faire connaissance avec des Coréens ou des Australiens, c'est le moment). La notation du final assez exigeante (en même temps c'est du M&A), les cas sont moins durement notés. ;10;10;9
Economie managériale;Marc Guyot;Fonda d'eco. Cours qui porte sur les différentes structures de marchés (monopole, duopole, oligopole, etc...) ainsi que sur certains concepts économiques (cartel, equiibre de nash). PAs très compliqué si vous savez dérivé une fonction. / Un cas à rendre chaque semaine.;Guyot est un bon prof, mais assez rigide (il accepte difficilement d'autres points de vues que le sien pendant les corrections de cas par exemple). / A prendre au moins une fois histoire de voir la bête ailleurs qu'au foy's.;9;9;39
Marketing Management (in English);Albert Bemmaor;One of the worst class I had in ESSEC, because of the teacher. I did not learn anything.;Prof Bemmaor is an awful teacher, but the good point is what it is quite easy to validate with a high grade! He spends all classes reading the cases we have to do, so we don't learn anything. Every calculations for the cases are already done, so you just have to bullshit some comments. And the cases are 100% of the grade so quite easy.;0;0;36
Marketing management (en français);Nicolas Glady;Cours assez light pendant la séance, mais les travaux en groupe demandent pas mal de temps.;Prof exigent mais très sympa! Un des meilleurs profs de marketing de l'ESSEC. Il tient une fiche de présence mais n'en tient pas compte (ne dévalide pas au delà de deux absences). ;6;7;37
New Business Dvpt-Agri-food Sect.;Olivier Fourcadet;course structure not well defined;teacher makes the class interesting;6;9;41
Gestion financière court terme;Christian Bito;Le cours se divise en deux parties plus ou moins indépendantes. Une première sur l'apprentissage de l'élaboration d'un plan de trésorerie. Cette partie est très théorique, très compta, très chiante, voire inutile si vous ne vous destinez pas aux fonctions trésorerie des entreprises. La deuxième partie est beaucoup plus concrète et intéressante et traite des solutions pour se couvrir contre les risques de taux et de change (option, forward etc.).  / L'évaluation se fait sur un quiz intermédiaire et un quiz final, ajustés des notes obtenues à des cas à faire chaque semaine. Cours qui demande beaucoup (trop) de travail comparé à l'apport final.;"Bito est fort, mais il le sait. Ce qui peut enerver. En revanche il n'explique que ce qu'il veut et fera référence au ""cours de base"" si jamais vous ne comprenez pas... / Notation polaire : soit très haut soit très bas. Il note les absences.";5;6;18
Principles of Finance;Jocelyn Martel;Très bien… pour un fonda de finance. Faut vraiment écouter en cours sinon on est foutu. Mais ça vaut le coup ;Très sympa, pédagogue, drôle.;7;10;42
Management of International Operations;Pietro de Giovanni;"Cours qui se valide très facilement, avec des très bonnes notes mais demande juste un peu de travail (plusieurs cas de groupe, une présentation finale et un quizz final); ";Pietro est très sympathique et toujours prêt à vous aider. Il ne fait pas l'appel et est très arrangeant au niveau des absences. ;6;8;31
Managing IT in the Digital Age;Julien Malaurent;"Absolument aucune valeur ajoutée conceptuelle --> je n'ai RIEN appris. / Cours se compose de vidéos datées et biaisées (produites par des boites) ainsi que de ""cas en groupe"" bullshit au possible, faisables en 3 minutes TTC.";Sait que son cours est merdique. Fait des choix étranges : slides pseudo cools avec une seule image, 1/3 du cours passé à regarder des vidéos, sortie de cours 1h en avance à la moitié des séances;1;1;
Managing IT in the Digital Age;Julien Malaurent;"Cours complètement Pipo; notions vaguement abordés: bug date, block gain, cloud... Le prof présente ses slides, fait parfois travailler en groupe sur des questions. Peu de gens écoutent, on a le droit aux ordis, on peut donc travailler nos autres matières tranquillementreprise";Professeur sympathique, fait passer une feuille de présence, ne dit rien pour les retards.  / Évaluation: une présentation de groupe de 10min et un examen final de 2h (1 question sur un texte, 1 question ouverte et 1 questions sur les exposés présentés par les différents groupe).;1;6;
Langage C;Thanh-Tê Hua;Bon cours pour acquérir des bases en informatique ;Bon prof, toutefois ne donne pas tout le temps la parole aux étudiants ;0;0;20
Organization Theory & Behaviour;Terry Rocves;Cours sans intérêt, mais malheureusement il s'agit d'un fonda.;Peu ouvert à la discussion. Rigide.;3;3;36
Droit des contrats;Anne-Sophie Barthez;Cours assuré par Anne-Sophie Barthez, professeure à l'Université de Cergy. C'est structuré, complet et intéressant pour tout le monde. S'il y a un cours de droit à prendre à l'ESSEC, c'est celui-là. Pour les cursus droit, l'intérêt du cours est limité puisque la plupart des notions sont vues soit en droit civil à l'ESSEC soit lors des cours de la L3. ;Prof très agréable et qui prend le temps de répondre aux questions et d'expliquer à tout le monde. ;9;9;
Organization Theory & Behaviour;Terry Rocves;Cours très peu structuré, pas intéressant;Prof extrêmement brouillon, peu clair dans son cours, ne répond jamais aux mails;1;0;27
Introduction à l'Amérique Latine - niveau B/C;Carmen GOMEZ DE LA TORRE;;;;;37
Langage C;Thanh-Tê Hua;Excellent cours, néanmois il faut vouloir s'impliquer... Inutile de le prendre pour s'amuser, on perd vite le fil alors qu'on est noté sur des séries d'exos à faire chez soi. Pas d'exam...; Très bon professeur, il fait la plupart des exos en classe et du coup pas beaucoup de taf chez soi. ;10;8;
Strategic Cost Management;Stefan Linder;Cours assez sympa. Demande un peu de boulot. Les conceptes sont interessants pour tout controlleur de gestion voire des adeptes de la strat.;Professeur sympa mais un peu ennuyeux... En tout cas il veut bien faire et donne regulierement des chocolats. Se valide tres facilement;7;7;32
Capital investissement;Jean-François Galloüin;;;6;8;
Advanced Excel for Managers;Christophe Harrer;"Le contenu du cours est vraiment sympa si on arrive à le maîtriser. Mais c'est quand-même très dense et beaucoup de fonctions (comme les fonctions financières, les Countif, etc...) ainsi que les pivot tables ne sont vus que de manière très superficielle, faute de temps. Du coup, je suis devenu bilingue Français-INDEX(;MATCH();MATCH()) mais je ne sais pas faire un tableau croisé dynamique. On apprend aussi à extraire du texte dans une suite de caractères, et à appliquer des mises en formes conditionnelles assez avancées à l'aide de formules.  / Et si vous ne voulez pas prendre ce cours pour rien, il faut vraiment essayer de le travailler régulièrementreprise C'est dur, mais sinon gardez vos points pour un cours plus détendu !";M.Harrer est très sympa, et toujours euphorique devant ses tableaux Excel ! Malheureusement, il a tendance à faire des partiels finaux très difficiles et impossibles à terminer...;7;7;
Principles of Finance;Jocelyn Martel;Fonda, donc obligatoire. ;Pas la première fois que je le prends, et franchement M. Martel est fantastique comparé à ses camarades prof. Il rend son cours intéressant voire drôle par momentreprise Très clair dans son exposé, il répond avec plaisir au questions. Ne tolère aucun retard mais ne compte pas les absences. ;6;9;46
Les fondements de la stratégie;Général Moreau;Cours tranquille, le professeur parle de stratégie militaire en montrant son ppt pendant 3 heures. C'est plutôt intéressant à écouter, même si on peut décrocher facilementreprise Le cours se valide par un quiz final où on a le droit à tous les documents.;Le Général est assez sympa, il connaît parfaitement son sujet, mais il n'est malheureusement pas toujours très captivant. ;5;5;
Droit des contrats;Anne-Sophie Barthez;Bon cours, très utile même si on ne fait pas de droit. / Dommage qu'on s'attarde un peu trop sur certains points au lieu de brosser plus de contenus.;Sympa, drôle, disponible. ;7;8;
Fondements de la finance;Patrice Poncet;;Martel est et restera le meilleur prof de finance qui soit. / Poncet a pour lui le mérite d'aimer la matière, d'avoir envie que les élèves réussissent, et d'être plutôt pédagogue, donc si vous êtes plutôt bons en  maths, ça ira. / Mais si la finance est votre bête noire, les envolées lyriques de Poncet sur la beauté de l'équation de marché vous laisseront de marbre, voire, pire, vous laisseront sur le carreau, deux petites semaines avant la fin.  / En bref, un prof à éviter pour une première fois, mais tout à fait honorable tout de même pour les moins mauvais ou pour les deuxièmes tentatives.;7;7;
Création de produit innovant 1;Emmanuelle Le Nagard;Très bon programme qui permet de rencontrer pas mal de monde notamment des jeunes designers et centraliens. Il y a un focus sur l'approche design ce qui est top. Par contre peu ou pas de théorie donc si vous ne maitrisez pas déjà un peu le Lean et le design thinking vous risquerez de ne pas en profiter. A conseiller au MSC2 et plus. On ne choisit pas la boite, ni son équipe....;;9;6;1
Managing IT in the Digital Age;Julien Malaurent;Cours un peu pipo mais le prof essaie de le rendre intéressant ;prof très cool ;5;8;
Philosophy and Trade;Laurent Bibard;The course is full of resources. ;The professor is really interesting and pushes us to think a lot.;8;8;
Mergers and Acquisitions;Sridhar Arcot;"Cours assez intéressant mais plutôt à prendre avec un background dans le secteur car Shridar Arcot ne revient pas du tout, mais pas du tout sur les aspects techniques du métiers (partie calculatoire, méthode d'évalaution) mais préfère axé le cours sur des débats du type ""Does m&a create value"" ce qui n'est pas inintéressant en soit mais se fait au détriment de l'essentiel pratique de ce qu'il faut apprendre pour travailler dans le secteur. Ambiance sympa, notation des cas assez souple mais partiel final assez relevé (si vous n'avez pas un bon background surtout).";Professeur très drôle (M. Bean), ambiance sympa en cours. Mes reproches sont plus sur le fond du cours que la personne qui est très sympathique.;6;9;10
Organization Theory & Behaviour;Karoline Strauss;Core course, nothing to say.;Good professor, she tried to make the course more enjoyable for students, but still is a Organizational theory class...;5;9;
Français débutant suite de la FTS - niveau D;Michel VERNEUIL;Supe basilar minimum effort but, on the other end, you wont learn a lot;super nice and never asking a lot from students;7;10;
Managing IT in the Digital Age;Julien Malaurent;Core course, nothing to complain. The content is quite interesting, but the course is more like an introduction than a serious subject.;Professor is quite helpful if you want to know more about the subject.;7;8;
Droit des contrats;Anne-Sophie Barthez;Le cours est bien mais la prof a été absente 4 cours, ce qui est beaucoup sur un trimestre.  / Sinon le cours est ludique et explique bien les bases des contrats, très utile !;Elle ne note pas pareil les cursus droit et les non cursus droit.  / Explique très bien, très pédagogue. ;8;6;1
Pratique conseil en stratégie;Cabinets de conseil;Sans doute très bien pour ceux qui veulent faire du conseil. Ce n'est pas mon cas et je me suis beaucoup ennuyée. A prendre seulement si le domaine vous intéresse (et même si vous avez un peu d'expérience, c'est mieux). 5 premiers cours à Paris chez Bain, 5 suivants à Cergy avec Advancy. Des cas en groupe notés ou non. Peu de théorie, beaucoup de pratique, correction pas assez détaillée ce qui fait qu'on n'apprend pas grand chose. Différents secteurs abordés cependant.;Différents consultants nous encadrent, certains avec du charisme et de l'expérience, d'autres moins. Un aperçu du milieu, très décevant à mon avis (mais intéressant pour tous ceux qui veulent y entrer)...;4;3;
International Finance;Sofia Ramos;Cours intéressant avec les principes de base pour les dérivés en devise étranger, mais un peu trop facile au niveau de contenu.;Prof très sympa, présence non exigée, examen pas difficile. Un bon choix si tu  veux que valider un cours.;7;8;
Product Management;Albert Bemmaor;"ATROCE!! fuyez!! loin, très loin! Imaginez une salle lugubre, un prof datant de la 2nd guerre mondiale (no joke) et un support de cours inexistant. 3H passées à regarder le ""prof"" sur excel nous montrer des feuilles de calcul toutes plus immondes les unes que les autres. Une quantité de travail demandée énorme pour se taper des notes dégueulasses! Et surtout ne lui dites pas que vous n'avez pas pris un cours de stats mais un cours de product management car là, il s'enervera. Car oui, ce cours est un cours de STATS, contrairement à ce qui est dit dans le syllaBusiness";Nul, terrible, pitoyable, susceptible, agressif, outdated, les adjectifs me manquentreprise Fuyez! Go! away! far away from this teacher!;0;0;
Finl Accounting & Reporting;Luc Paugam;Matière pas passionnante du tout pour quelqu'un qui n'est pas attiré par la comptabilité. Difficile à gérer au niveau du partiel intermédiaire très théorique et qu'il convient de valider grâce au partiel final nettement plus simple. ;Professeur qui rend les choses plutôt claires et qui parvient à récupérer un auditoire souvent somnolent grâce à la carte de l'humour. L'accent franchouillard de Luc permet à n'importe qui de comprendre aisément le cours. ;6;7;
Organization Theory & Behaviour;Terry Rocves;Cours inutile mais fonda. Catalogue de concepts et de notions. Un travail en groupe, des cas en groupe à faire pendant le cours et un partiel que sur du cours.;Prof impliqué mais qui n'admet pas les points de vue différents du sien. N'autorise pas les ordis ni les portables et note assez sévèrementreprise;4;4;32
Business Ethics;Laurent Bibard;Il faut aimer parler de l'impératif kantien en anglais. Les cas sont intéressants mais on fait vite le tour des notions en 5 séances.;Parfois brouillon. Donne de bons supports, mais on aurait apprécié un cours magistral un peu plus puissant. ;6;7;
Managing IT in the Digital Age;Julien Malaurent;Malheureusement beaucoup trop bullshit pour un sujet qui est si fondamental. On reste vraiment dans le superficiel de l'IT avec quelques définitions des prologiciels. Quelques vidéos pour montrer que l'IT c'est important.  / Les cas sont à faire en cours, donc pas beaucoup de travail au quotidien. Il y a une présentation final à faire pour le dernier cours.  / FINAL : 4 questions ouvertes (essays) beaucoup trop bullshit pour une telle matière, donc un peu déçu;Julien Malaurent fait vraiment de son mieux pour rendre le cours intéressant avec de jolies ppt. Il essaye de créer le débat, on sent qu'il connait bien son sujet mais qu'il est limité par le programme du cours.  / Il a un anglais très compréhensible. ;4;8;41
Langage C;Thanh-Tê Hua;Cours de programmation basique, n'apporte pas grand chose de plus que la logique algorithmique (cf cours de Turbo Pascal en Prépa) et une bonne note si vous maîtrisez le truc. Ne fera pas de vous un développeur et risque d'ennuyer les personnes déjà expérimentées.;Ma foi fort sympathique...;2;7;
Finl Accounting & Reporting;Luc Paugam;Pas mal, mieux qu'en francais mais ca reste un fonda;Vivant, ca aide le vendredi à 9h;6;7;
Info comptables et financières;Chrystelle Richard;Cours très intéressant.  / Il est essentiel d'avoir ces notions de comptabilité pour la suite;Excellent professeur;7;10;
Chef de produit;Stéphanie Villot;Aucun intérêt, la prof ne donne que quelques informations anecdotiques sur son métier. Aucun apprentissage et sentiment de perdre son temps chaque semaine. Mais facile à valider ;Nulle, cliché de la marketeteuse parisienne. Inintéressante dans toutes ses interventions. ;1;1;
Financial Statement Analysis;Paul André;Le cours est assez sérieux, plusieurs thèmes de compta/finance sont abordés. Pas spécialement évident, mais l'apport est véritable pour une carrière ou même un stage en finance. ;Paul André n'est pas passionnant, mais il est structuré et répète plusieurs fois les infos importantes. Le cours est agréable et se valide bien à condition de bosser un peu avant le mid-term et le final. Pas de travail entre les séances, pas de cas à rendre. ;8;8;46
Principles of Finance;Jocelyn Martel;;;;;42
Gestion financière court terme;Christian Bito;Cours très intéressant qui permet de se faire une bonne idée du métier de trésorier. Des cas à rendre à toutes les séances (assez costauds), un quiz intermédiaire et un quiz final au niveau plus raisonnable.;Bon professeur, même si son poly n'est pas franchement actualisé.;10;7;9
Mergers and Acquisitions;Sridhar Arcot;Cours très intéressant, qui forme bien à l'activité (d'ailleurs de nombreux étudiants avaient déjà fait des stages en M&A). / Trois cas en groupe + un partiel final.;Prof très drôle, qui rigole tout le temps et qui met de la vie dans son cours.;8;8;
Droit des médias;Cosima Ouhioun;Matière inintéressante et, sans être compliquée, particulièrement rébarbative, avec beaucoup d'exceptions et difficultés cachées. Le cours n'est pas très vivant (les profs lisaient leurs slides) et la matière bof bof.;Cosima Ouhioun n'est pas très pédagogue, mais elle fait de son mieux. Fabrice Naftalski est anti-pédagogue au possible, mais il a l'air gentil. Notation sévère (la moyenne de la classe est à 11,12) et examen final tendu (une série de mini-cas pratiques);4;5;20
Profils personnels et carrière;Jean-Luc Cerdin;;;1;2;
Negotiation Workshop;Séverine Lebrun-Kuan;Many friend recommended me the negotiation workshop class. Apparently, the class depends largely the teacher. / Mine was more than boring and will not recommend to anyone. ;The prof was too concentrated to his own idea and never listens to others. Besides, he seems has teaching experience but not professional experience. ;3;3;
Agri-food Commodity Markets;Francis Declerck;Première approche du marché des commodités mais pas très poussé en terme de produit financiers. On apprend surtout les bases du Hedging et on parle rapidement d'option. Permet surtout de connaitre les facteurs déterminants dans les prix de commo;Professeur très cultivé et sympathique malgré un petit manque de charisme. ;7;7;28
Digital Marketing Strategy;Alexis de La Tour Du Pin;good;good;7;8;
Management de l'IT à l'ère numérique;Nicolas Silberman;Inutile au possible. Ce cours devrait être interdit par la Sécurité Sociale tellement il pousse au suicide. Le contenu est une aberration, c'est une liste d'acronymes CRM, ERP, SaaS,... sans liens entre eux. Pitié. ;"Nicolas ne maîtrise pas du tout son sujet. Il a l'air de découvrir en même temps que nous le contenu de ses slides et commence toutes se phrases par 'on va parler de...' + ""rajouter ici un acronyme"" et n'en parle finalement jamais. Le seul point positif c'est qu'il te laisse bosser sur ton ordinateur au fond de l'amphi.";2;4;
Mging.Social Relion & Networks;Valery Yakubovich;D'un ennui mortel. Beaucoup de travail. Laborieux. ;Note relativement bien. Voix soporifique.  ;4;3;16
New venture design & planning;Jan Lepoutre;"Cours intéressant pour apprendre à construire son BP si on souhaite un jour devenir entrepreneur (ou si on l'est déjà). Seul problème, comme tous les cours où le travail se fait en groupe, il faut bien le choisir pour que le cours se déroule bien. Toutes les semaines, un point d'avancement sur le projet de groupe est à envoyer au professeur. Business Plan complet du projet à présenter à la fin devant le prof, le directeur d'Essec Venture et un entrepreneur externe. Cours séparé en deux temps: un temps cours, un temps de travail en équipe. Se valide assez facilement tant qu'un BP est présenté et qu'on y inclut les remarques du prof. Cours qui demande quand même du temps en dehors si on veut le faire sérieusement;";Professeur très motivé et engagé auprès de ses élèves. Le prof ne fait pas l'appel mais passe voir les groupes à chaque cours donc voit les absents.  Expérimenté dans le domaine, il est bien placé pour dire ce qu'est ou non un bon BP.;7;8;
Info comptables et financières;Chrystelle Richard;Contenu clair et intéressant pour ceux qui aiment la compta!;Très bonne prof, à prendre absolument pour ce fonda.;8;9;35
Global Strategy & Luxury Business;Ashok Som;Cours pipo de A à Z, on apprend rien du tout et en plus ça demande quand même beaucoup de travail. (Word de 15 pages à écrire à la fin + 3 cas à faire tout au long du cours);Le professeur fait l'appel. Il est très disponible pour les étudiants qui le veulentreprise Mais c'est dur de suivre;0;2;
Atelier de négociation;Imen Benharda;Que des cas pratiques et quelques debriefs. Pas trop de théorie pipo.;Hyper sympa et dynamique;8;8;39
